Time,Attack_Type,Source_Longitude,Source_Latitude,Destination_Longitude,Destination_Latitiude
2023-12-06 18:30:39,exploit,-97.822,37.751,121.0056,24.8351
2023-12-06 18:30:39,exploit,-94.5778,39.1027,121.0056,24.8351
2023-12-06 18:30:39,exploit,-79.4204,43.6655,121.0056,24.8351
2023-12-06 18:30:39,exploit,-97.822,37.751,121.0056,24.8351
2023-12-06 18:30:39,exploit,-94.5778,39.1027,121.0056,24.8351
2023-12-06 18:30:39,exploit,-97.822,37.751,121.0056,24.8351
2023-12-06 18:30:39,exploit,-97.822,37.751,121.0056,24.8351
2023-12-06 18:30:39,exploit,-97.822,37.751,121.0056,24.8351
2023-12-06 18:30:39,exploit,-97.822,37.751,121.0056,24.8351
2023-12-06 18:30:39,exploit,-97.822,37.751,121.0056,24.8351
2023-12-06 18:30:39,exploit,-94.5778,39.1027,121.0056,24.8351
2023-12-06 18:30:39,exploit,-97.822,37.751,121.0056,24.8351
2023-12-06 18:30:39,exploit,-97.822,37.751,121.0056,24.8351
2023-12-06 18:30:39,exploit,-94.5778,39.1027,121.0056,24.8351
2023-12-06 18:30:39,exploit,-97.822,37.751,121.0056,24.8351
2023-12-06 18:30:39,exploit,-97.822,37.751,121.0056,24.8351
2023-12-06 18:30:39,exploit,-97.822,37.751,121.0056,24.8351
2023-12-06 18:30:39,exploit,-94.5778,39.1027,121.0056,24.8351
2023-12-06 18:30:39,exploit,-94.5778,39.1027,121.0056,24.8351
2023-12-06 18:30:39,exploit,-94.5778,39.1027,121.0056,24.8351
2023-12-06 18:30:39,exploit,-79.4204,43.6655,121.0056,24.8351
2023-12-06 18:30:39,exploit,-94.5778,39.1027,121.0056,24.8351
2023-12-06 18:30:39,exploit,-94.5778,39.1027,121.0056,24.8351
2023-12-06 18:30:39,exploit,-97.822,37.751,121.0056,24.8351
2023-12-06 18:30:39,exploit,-94.5778,39.1027,121.0056,24.8351
2023-12-06 18:30:39,exploit,-97.822,37.751,121.0056,24.8351
2023-12-06 18:30:39,exploit,-97.822,37.751,121.0056,24.8351
2023-12-06 18:30:39,exploit,-94.5778,39.1027,121.0056,24.8351
2023-12-06 18:30:39,exploit,-94.5778,39.1027,121.0056,24.8351
2023-12-06 18:30:39,exploit,-79.4204,43.6655,121.0056,24.8351
2023-12-06 18:30:39,exploit,-94.5778,39.1027,121.0056,24.8351
2023-12-06 18:30:39,exploit,-94.5778,39.1027,121.0056,24.8351
2023-12-06 18:30:39,exploit,-94.5778,39.1027,121.0056,24.8351
2023-12-06 18:30:40,exploit,-79.4204,43.6655,121.0056,24.8351
2023-12-06 18:30:40,exploit,-79.4204,43.6655,121.0056,24.8351
2023-12-06 18:30:40,exploit,-0.1567,51.5245,-0.1567,51.5245
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:40,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-97.822,37.751,-97.822,37.751
2023-12-06 18:30:41,exploit,-116.2001,43.6165,-97.822,37.751
2023-12-06 18:30:41,exploit,-116.2001,43.6165,-97.822,37.751
2023-12-06 18:30:41,exploit,2.3387,48.8582,2.231,41.4035
2023-12-06 18:30:41,exploit,-118.244,34.0544,3.3903,6.4474
2023-12-06 18:30:41,exploit,2.3387,48.8582,3.3903,6.4474
2023-12-06 18:30:41,exploit,4.8883,52.3716,3.3903,6.4474
2023-12-06 18:30:41,exploit,2.3387,48.8582,2.231,41.4035
2023-12-06 18:30:41,exploit,2.3387,48.8582,2.231,41.4035
2023-12-06 18:30:41,exploit,-97.822,37.751,-80.6865,35.1936
2023-12-06 18:30:41,exploit,-97.822,37.751,-80.6865,35.1936
2023-12-06 18:30:41,exploit,-97.822,37.751,-80.6865,35.1936
2023-12-06 18:30:41,exploit,-97.822,37.751,-80.6865,35.1936
2023-12-06 18:30:41,exploit,-76.8545,37.9273,-80.6865,35.1936
2023-12-06 18:30:41,exploit,-87.6133,41.8764,-80.6865,35.1936
2023-12-06 18:30:41,exploit,-97.822,37.751,-80.6865,35.1936
2023-12-06 18:30:41,exploit,-97.822,37.751,-75.2297,39.9635
2023-12-06 18:30:41,exploit,-97.822,37.751,-75.2297,39.9635
2023-12-06 18:30:41,exploit,-97.822,37.751,-75.2297,39.9635
2023-12-06 18:30:41,exploit,2.3387,48.8582,-0.1409,51.4615
2023-12-06 18:30:41,exploit,2.4075,48.8323,-0.1409,51.4615
2023-12-06 18:30:41,exploit,2.3387,48.8582,10.7889,44.5405
2023-12-06 18:30:41,exploit,-76.8545,37.9273,-80.6865,35.1936
2023-12-06 18:30:41,exploit,-121.7714,37.1835,-80.6865,35.1936
2023-12-06 18:30:41,exploit,-97.822,37.751,-80.6865,35.1936
2023-12-06 18:30:41,exploit,-97.822,37.751,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-71.0631,42.3562,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-93.6124,41.6021,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-87.9435,41.8957,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-76.8545,37.9273,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-76.8545,37.9273,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-87.9435,41.8957,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-97.822,37.751,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-76.8545,37.9273,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-97.822,37.751,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-97.822,37.751,-77.4603,37.5538
2023-12-06 18:30:42,exploit,-77.4903,39.0469,-77.4603,37.5538
2023-12-06 18:30:42,exploit,-94.5778,39.1027,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-122.1253,47.6711,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-118.261,34.0726,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-97.822,37.751,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-78.375,36.6534,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-73.9901,40.694,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-74.4606,40.5511,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-97.822,37.751,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-97.822,37.751,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-97.822,37.751,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-98.4927,29.4227,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-77.4903,39.0469,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-121.7714,37.1835,-80.6865,35.1936
2023-12-06 18:30:42,exploit,-8.6793,41.1691,-8.8391,41.6929
2023-12-06 18:30:42,exploit,-3.6934,40.4163,-8.8391,41.6929
2023-12-06 18:30:42,malware,113.722,34.7732,-87.3465,36.5246
2023-12-06 18:30:42,malware,-122.2676,37.8767,-72.8967,41.4963
2023-12-06 18:30:42,malware,8.1551,47.1449,-72.8967,41.4963
2023-12-06 18:30:42,malware,-97.822,37.751,-72.8967,41.4963
2023-12-06 18:30:42,malware,-122.2676,37.8767,-72.8967,41.4963
2023-12-06 18:30:42,malware,-97.822,37.751,-72.8967,41.4963
2023-12-06 18:30:42,malware,-97.822,37.751,-72.8967,41.4963
2023-12-06 18:30:42,malware,8.1551,47.1449,-72.8967,41.4963
2023-12-06 18:30:42,exploit,12.3422,55.8719,12.3422,55.8719
2023-12-06 18:30:42,exploit,12.3422,55.8719,12.3422,55.8719
2023-12-06 18:30:42,exploit,12.3422,55.8719,12.3422,55.8719
2023-12-06 18:30:42,exploit,12.3422,55.8719,12.3422,55.8719
2023-12-06 18:30:42,exploit,12.3422,55.8719,12.3422,55.8719
2023-12-06 18:30:42,exploit,12.3422,55.8719,12.3422,55.8719
2023-12-06 18:30:42,exploit,12.3422,55.8719,12.3422,55.8719
2023-12-06 18:30:42,exploit,16.8722,47.6231,21.556,47.2164
2023-12-06 18:30:42,phishing,135.5021,34.6946,127.0013,37.5015
2023-12-06 18:30:43,phishing,135.5021,34.6946,127.0013,37.5015
2023-12-06 18:30:43,phishing,135.5021,34.6946,127.0013,37.5015
2023-12-06 18:30:43,phishing,135.5021,34.6946,127.0013,37.5015
2023-12-06 18:30:43,phishing,-115.1372,36.175,-80.1256,26.6543
2023-12-06 18:30:43,exploit,-97.822,37.751,-72.5745,41.7066
2023-12-06 18:30:43,exploit,16.8722,47.6231,21.556,47.2164
2023-12-06 18:30:43,exploit,21.556,47.2164,21.556,47.2164
2023-12-06 18:30:43,exploit,-97.822,37.751,-72.5745,41.7066
2023-12-06 18:30:43,exploit,-97.822,37.751,-72.5745,41.7066
2023-12-06 18:30:43,exploit,-97.822,37.751,-72.5745,41.7066
2023-12-06 18:30:43,exploit,-97.822,37.751,-72.5745,41.7066
2023-12-06 18:30:43,exploit,-97.822,37.751,-72.5745,41.7066
2023-12-06 18:30:43,malware,-91.0332,38.811,57.2379,50.2957
2023-12-06 18:30:43,malware,-97.822,37.751,57.2379,50.2957
2023-12-06 18:30:43,malware,-91.0332,38.811,57.2379,50.2957
2023-12-06 18:30:43,malware,-97.822,37.751,57.2379,50.2957
2023-12-06 18:30:43,malware,-91.0332,38.811,57.2379,50.2957
2023-12-06 18:30:43,exploit,-97.822,37.751,-72.5745,41.7066
2023-12-06 18:30:43,exploit,-97.822,37.751,-72.5745,41.7066
2023-12-06 18:30:43,exploit,-97.822,37.751,-72.5745,41.7066
2023-12-06 18:30:43,exploit,-97.822,37.751,-72.5745,41.7066
2023-12-06 18:30:43,exploit,-97.822,37.751,-72.5745,41.7066
2023-12-06 18:30:43,exploit,-97.822,37.751,-72.5745,41.7066
2023-12-06 18:30:43,exploit,-97.822,37.751,-72.5745,41.7066
2023-12-06 18:30:43,exploit,-97.822,37.751,-72.5745,41.7066
2023-12-06 18:30:43,exploit,-97.822,37.751,-72.5745,41.7066
2023-12-06 18:30:43,exploit,-97.822,37.751,-72.5745,41.7066
2023-12-06 18:30:43,exploit,-97.822,37.751,-84.1455,9.9445
2023-12-06 18:30:43,exploit,-97.822,37.751,-84.1455,9.9445
2023-12-06 18:30:43,exploit,-118.244,34.0544,-84.1455,9.9445
2023-12-06 18:30:43,exploit,-3.7511,40.3985,-5.5858,42.6042
2023-12-06 18:30:43,exploit,-97.822,37.751,-72.5745,41.7066
2023-12-06 18:30:43,malware,-97.822,37.751,57.2379,50.2957
2023-12-06 18:30:43,exploit,-74.1863,41.0817,-84.1455,9.9445
2023-12-06 18:30:43,phishing,8.6837,50.1169,-106.3822,31.6182
2023-12-06 18:30:43,exploit,-97.822,37.751,-84.1171,9.9983
2023-12-06 18:30:43,malware,-43.2192,-22.8305,4.8975,52.3759
2023-12-06 18:30:43,malware,139.6895,35.6897,33.3639,35.1638
2023-12-06 18:30:43,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:43,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:43,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:43,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:43,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:43,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.5049,13.7511,100.4597,13.7063
2023-12-06 18:30:44,exploit,-74.0851,40.6117,100.4597,13.7063
2023-12-06 18:30:44,exploit,100.8977,14.5476,100.8977,14.5476
2023-12-06 18:30:44,exploit,100.8977,14.5476,100.8977,14.5476
2023-12-06 18:30:44,exploit,100.8977,14.5476,100.8977,14.5476
2023-12-06 18:30:44,exploit,5.3767,43.3439,5.4554,43.5312
2023-12-06 18:30:44,exploit,5.3767,43.3439,5.4554,43.5312
2023-12-06 18:30:44,exploit,5.4554,43.5312,5.4554,43.5312
2023-12-06 18:30:44,exploit,5.3767,43.3439,5.4554,43.5312
2023-12-06 18:30:44,malware,4.9392,52.352,34.7805,32.0803
2023-12-06 18:30:44,malware,4.6563,52.3891,34.7805,32.0803
2023-12-06 18:30:44,exploit,-6.2591,53.3379,33.3639,35.1638
2023-12-06 18:30:44,exploit,-78.375,36.6534,33.3639,35.1638
2023-12-06 18:30:44,exploit,4.8883,52.3716,33.3639,35.1638
2023-12-06 18:30:44,exploit,-6.2591,53.3379,33.3639,35.1638
2023-12-06 18:30:44,exploit,4.8883,52.3716,33.3639,35.1638
2023-12-06 18:30:44,exploit,-78.375,36.6534,33.3639,35.1638
2023-12-06 18:30:44,exploit,-6.2591,53.3379,33.3639,35.1638
2023-12-06 18:30:44,malware,113.722,34.7732,66,33
2023-12-06 18:30:45,malware,-122.2676,37.8767,66,33
2023-12-06 18:30:45,malware,113.722,34.7732,66,33
2023-12-06 18:30:45,malware,-97.822,37.751,66,33
2023-12-06 18:30:45,malware,-122.2676,37.8767,66,33
2023-12-06 18:30:45,malware,-97.822,37.751,16.325,48.2342
2023-12-06 18:30:45,malware,16.2489,47.8044,16.325,48.2342
2023-12-06 18:30:45,malware,16.4997,48.2169,16.325,48.2342
2023-12-06 18:30:45,malware,-76.888,39.0013,16.325,48.2342
2023-12-06 18:30:45,malware,-118.3432,33.9168,16.325,48.2342
2023-12-06 18:30:45,exploit,-78.6913,43.1721,-84.0501,9.9652
2023-12-06 18:30:45,exploit,-70.6536,-33.4521,-70.5893,-33.6141
2023-12-06 18:30:45,exploit,72.8246,18.9721,72.8246,18.9721
2023-12-06 18:30:45,exploit,-97.822,37.751,-115.3166,32.6328
2023-12-06 18:30:45,exploit,-77.4903,39.0469,-115.3166,32.6328
2023-12-06 18:30:45,exploit,-97.822,37.751,-76.8545,37.9273
2023-12-06 18:30:45,exploit,-122.0004,37.5625,-109.8592,42.851
2023-12-06 18:30:45,exploit,-90.1985,38.6364,-109.8592,42.851
